,character_name,character_url,lotr_name,titles,birth,death,race,hair,culture,actor,other names,realms,weapon,rule,spouse,voice,height,children,eyes,gender,parentage,siblings,age,name,lifespan,languages,distinctions,members,purpose,formed,dissolved,also known as,dominions,skin color,realm,title,founder(s),type,revenue,employees
406,Alphros,b'https://lotr.fandom.com/wiki/Alphros',Alphros,prince of dol amroth,ta 3017[1],fo 95[1] (aged 99),men,,"dúnedain, men of gondor (house of dol amroth)",,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
407,Adrahil_I,b'https://lotr.fandom.com/wiki/Adrahil_I',Adrahil I,prince of belfalas[1],before ta 1944,,,,men of gondor,,adrahil of dol amroth,belfalas,,,,,,ancestor of imrazôr[2],,male,,,,,,,,,,,,,,,,,,,,
408,Almiel,b'https://lotr.fandom.com/wiki/Almiel',Almiel,,between sa 700 and sa 750,early second age ?,men,,númenóreans (house of elros),,,,,,unknown,,,,,female,,,,,,,,,,,,,,,,,,,,
409,Gandalf,b'https://lotr.fandom.com/wiki/Gandalf',Gandalf,"istar (wizard),the grey, the white, servant of the secret fire,wielder of the flame of anor,elf-friend",before the shaping of arda,"january 25, 3019, battle of the peak (physical death only, resurrected); immortal",ainur (maiar),"grey, later white","istari (wizards),maia of manwë and varda",sir ian mckellen,"olórin, mithrandir, incánus, tharkûn, greyhame, old greybeard, the grey pilgrim, stormcrow, white rider, láthspell, gandalf the wandering wizard",,"glamdring,[narya]],wizard staff",,,,,,blue,male,,,,,,,,,,,,,,,,,,,,
410,Mairen,b'https://lotr.fandom.com/wiki/Mairen',Mairen,,sa 377[1],unknown,men,,númenóreans (house of elros),,,,,,unknown,,,,,female,,,,,,,,,,,,,,,,,,,,
411,Elgarain,b'https://lotr.fandom.com/wiki/Elgarain',Elgarain,,,,men,,dúnedain of the north (rangers of the north),kate madison,,,"bow, sword, knives",,,,,,,,,,,,ta 2907 - ta 2933,,,,,,,"chief ranger; called ""el"" by dirhaborn",,,,,,,,
412,Arminas,b'https://lotr.fandom.com/wiki/Arminas',Arminas,,unknown,unknown,elves,,ñoldor (house of finarfin)elves of dorthonionelves of the havens of sirion,,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
413,Orcobal,b'https://lotr.fandom.com/wiki/Orcobal',Orcobal,,,fa 510,orcs,,orcs of morgoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Murgash,b'https://lotr.fandom.com/wiki/Murgash',Murgash,,,,black uruk,,black uruks of mordor,sala baker,,,orc scimitar,,,,,,,male,,,,murgash,"d. march, 3019",,,,,,,,,,mordor,,,,,
415,Manw%C3%AB,b'https://lotr.fandom.com/wiki/Manw%C3%AB',Manwë,"king of arda, lord of the breath of arda, king of the valar, elder king, lord of the west, lord of aman",before the creation of arda,immortal,ainur (valar),,valar (aratar),,súlimomânawenûz[1],"arda, valinor",,,varda,,,,blue[2],,,,,,,,,,,,,,,,,,,,,
416,Hanna_(Goldworthy)_Brandybuck,b'https://lotr.fandom.com/wiki/Hanna_(Goldworthy)_Brandybuck',Hanna Brandybuck,,,,hobbit,,shire-hobbits (goldworthy family),,hanna goldworthy,,,,madoc brandybuck,,,,,female,,,,,,,,,,,,,,,,,,,,
417,Birchseed,b'https://lotr.fandom.com/wiki/Birchseed',Birchseed,,,,ent,,ents of fangorn,unknown,,,,,,,,,,male,,,,birchseed,birth year=ta 2019,,,,,,,,,,fangorn forest,,,,,
418,Silind%C3%AB,b'https://lotr.fandom.com/wiki/Silind%C3%AB',Silindë,,,,elf,,elves of rivendell,sam kelly,,,,,,,,,,male,,,,silindë,unknown,,,,,,,,,,rivendell,,,,,
419,Evonyn,b'https://lotr.fandom.com/wiki/Evonyn',Evonyn,,,,men,,dúnedain of the north,amani johara,,,sword ?,,,,,,,female,,,,evonyn,ta 2876 - before ta 2940,,,,,,,,,,,,,,,
420,Caladhir,b'https://lotr.fandom.com/wiki/Caladhir',Caladhir,,,,elf,,silvan elves (galadhrim),unknown,,,,,,,,,,male,,,,caladhir,unknown,,,,,,,,,,lothlórien,,,,,
421,Hallacar,b'https://lotr.fandom.com/wiki/Hallacar',Hallacar,lord of hyarastorni,sa 852[1],sa 1211[1],men,,númenórean (house of elros),,,,,,tar-ancalimë,,,,,male,,,,,,,,,,,,,,,,,,,,
422,Galador,b'https://lotr.fandom.com/wiki/Galador',Galador,prince of dol amroth,ta 2004[1],ta 2129[1],half-elf,,gondorian,,,dol amroth,,ta 2076 - ta 2129[1],mithrellas,,,,,male,imrazôr and mithrellas,gilmith,125,,,,,,,,,,,,,,,,,
423,Dirhaborn,b'https://lotr.fandom.com/wiki/Dirhaborn',Dirhaborn,,,,men,,"dúnedain of the north, rangers of the north",danny george,,,"bow, sword",,,,,,,male,,,,dirhaborn,ta 2905 - ta 2933,,,,,,,,,,eriador,,,,,
424,Nilfaleth,b'https://lotr.fandom.com/wiki/Nilfaleth',Nilfaleth,,,,elves,,"silvan elves, galadhrim (elves of lothlórien)",unknown,,,,,,,,,,male,,,,nilfaleth,"march 3 - 4, 3019",,,,,,,,,,lothlórien,,,,,
425,Wife_of_Barach,b'https://lotr.fandom.com/wiki/Wife_of_Barach',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Erchirion,b'https://lotr.fandom.com/wiki/Erchirion',Erchirion,,ta 2990,early fourth age ?,men,,"dúnedain, men of gondor (house of dol amroth)",,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
427,Herumor_(Fourth_Age),b'https://lotr.fandom.com/wiki/Herumor_(Fourth_Age)',Herumor,,fo 41,,most likely men,,possible dunedain (men of gondor),,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
428,Halbaron,b'https://lotr.fandom.com/wiki/Halbaron',Halbaron,,,,men,,"dúnedain of the north, rangers of the north",howard corlett,,,sword,,,,,,,male,,,,halbaron,ta 2855 - ?,,,,,,,,,,dúnedain,,,,,
429,River-woman,b'https://lotr.fandom.com/wiki/River-woman',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Lindo,b'https://lotr.fandom.com/wiki/Lindo',Lindo,keeper of the cottage of lost play,,,elves,,ñoldorelves of tol eressëa,,,,,,vairë,,,,,male,,,,,,,,,,,,,,,,,,,,
431,Lind%C3%B3ri%C3%AB,b'https://lotr.fandom.com/wiki/Lind%C3%B3ri%C3%AB',Lindórië,,late second age ?,late second age ?,men,,númenóreans (the faithful),,,,,,unknown husband,,,,,female,,,,,,,,,,,,,,,,,,,,
432,Robin_Smallburrow,b'https://lotr.fandom.com/wiki/Robin_Smallburrow',Robin Smallburrow,shirriff,late third age ?,,hobbits,,shire-hobbits (smallburrow family),timothy bartlett (trading card game),cock robin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Imraz%C3%B4r,b'https://lotr.fandom.com/wiki/Imraz%C3%B4r',Imrazôr,prince of belfalas[1]the númenórean,ta 1950[2],ta 2076[2],men,,gondorian,,imrazôr the númenórean,belfalas,,until ta 2076[2],mithrellas,,,galador and gilmith,,male,descendant of adrahil i[3],,126,,,,,,,,,,,,,,,,,
434,Isilm%C3%AB,b'https://lotr.fandom.com/wiki/Isilm%C3%AB',Isilmë,,sa 532,unknown,men,,númenóreans (house of elros),,,,,,unknown,,,,,female,,,,,,,,,,,,,,,,,,,,
435,Nolondil,b'https://lotr.fandom.com/wiki/Nolondil',Nolondil,,sa 222,early second age?,men,,númenóreans (house of elros),,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
436,Vair%C3%AB_(Elf),b'https://lotr.fandom.com/wiki/Vair%C3%AB_(Elf)',Vairë,,yt ?,unknown,elves,,falmarielves of tol eressëa,,,,,,lindo,,,,,female,,,,,,,,,,,,,,,,,,,,
437,D%C3%ADrhavel,b'https://lotr.fandom.com/wiki/D%C3%ADrhavel',Dírhavel,minstrel of the edain,late first age ?,late first age ?,men,,edain (house of hador),,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
438,Ragnir,b'https://lotr.fandom.com/wiki/Ragnir',Ragnir,servant of the house of hador,late first age ?,late first age ?,men,,edain (house of hador),,,,,,unknown,,,,"unknown, but blind",male,,,,,,,,,,,,,,,,,,,,
439,Balcmeg,b'https://lotr.fandom.com/wiki/Balcmeg',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Boldog_(character),b'https://lotr.fandom.com/wiki/Boldog_(character)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Hl%C3%A1fwine,b'https://lotr.fandom.com/wiki/Hl%C3%A1fwine',Hláfwine,,,,men,,rohirrim,unknown,,,rohirrim axe,,,,,,,male,,,,hláfwine,"late third age ? - march 3-4, 3019 ?",,,,,,,,,,rohan,,,,,
442,"Linnar,_Sindri,_and_Uri","b'https://lotr.fandom.com/wiki/Linnar,_Sindri,_and_Uri'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Flambard_Took,b'https://lotr.fandom.com/wiki/Flambard_Took',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Everard_Took,b'https://lotr.fandom.com/wiki/Everard_Took',Everard Took,,ta 2980,,hobbits,,shire-hobbits (took family),,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
445,Hildibrand_Took,b'https://lotr.fandom.com/wiki/Hildibrand_Took',Hildibrand Took,,ta 2849 (sr 1249),ta 2934 (sr 1334),hobbits,,shire-hobbits,,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
446,Bodo_Proudfoot,b'https://lotr.fandom.com/wiki/Bodo_Proudfoot',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Halfred_Gamgee,b'https://lotr.fandom.com/wiki/Halfred_Gamgee',Halfred Gamgee,,ta 2969 (sr 1369),unknown,hobbits,,shire-hobbits (gamgee family),,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
448,Tauriel,b'https://lotr.fandom.com/wiki/Tauriel',Tauriel,,,,elf,,(wood-elf of mirkwood),evangeline lilly,,,"bow & arrows, dual daggers",,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Hardang,b'https://lotr.fandom.com/wiki/Hardang',Hardang,chieftain of the men of brethil,fa 470[1],fa 501[2],men,,"edain (house of haleth), men of brethil",,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
450,Hundad,b'https://lotr.fandom.com/wiki/Hundad',Hundad,,fa 447,unknown,men,,men of brethil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Hundar,b'https://lotr.fandom.com/wiki/Hundar',Hundar,,late first age,fa 473,men,,"edain (house of haleth), men of brethil",,,,"sword, bow ?",,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
452,Haldir_(Chieftain_of_the_Haladin),b'https://lotr.fandom.com/wiki/Haldir_(Chieftain_of_the_Haladin)',Haldir,chieftain of the haladin,fa 414,fa 472,men,,"edain (house of haleth), men of brethil",,,,,,glóredhel,,,,,male,,,,,,,,,,,,,,,,,,,,
453,Manthor,b'https://lotr.fandom.com/wiki/Manthor',Manthor,"lord of the haleth,captain of the guards at the north-march,""march-warden""",,,men,,edain (house of haleth)men of brethil,,,,swordbow (presumably),,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
454,Irolas,b'https://lotr.fandom.com/wiki/Irolas',Irolas,,,,men,,men of gondor,ian hughes,,,,,,,,,,,,,,irolas,late third age - ?,,,,,,,,,,,,,,,
455,Brego_(horse),b'https://lotr.fandom.com/wiki/Brego_(horse)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Ulbar,b'https://lotr.fandom.com/wiki/Ulbar',Ulbar,,early second age ?,mid second age ?,men,,númenóreans,,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
457,Moro_Burrows,b'https://lotr.fandom.com/wiki/Moro_Burrows',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Tanta_(Hornblower)_Baggins,b'https://lotr.fandom.com/wiki/Tanta_(Hornblower)_Baggins',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Goblok,b'https://lotr.fandom.com/wiki/Goblok',Goblok,,,,orcs[1]half-trolls,,orcs of the misty mountains ?,gareth brough,,,"axe, club, orc-fashioned sword",,,,,,,male,,,,goblok,late third age ?,,,,,,,,,,,,,,,
460,Angrim,b'https://lotr.fandom.com/wiki/Angrim',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Hamfast_Gardner,b'https://lotr.fandom.com/wiki/Hamfast_Gardner',Hamfast Gardner,,fo 11 (sr 1432),unknown,hobbits,,shire-hobbits (gardner family),,,,,,none,,,,,male,,,,,,,,,,,,,,,,,,,,
462,Primrose_Gardner,b'https://lotr.fandom.com/wiki/Primrose_Gardner',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Tu,b'https://lotr.fandom.com/wiki/Tu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Calimmacil,b'https://lotr.fandom.com/wiki/Calimmacil',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Angamait%C3%AB,b'https://lotr.fandom.com/wiki/Angamait%C3%AB',Angamaitë,,mid-third age,unknown,men,,"dúnedain (house of anárion),haradrim,corsairs of umbar",,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
466,Sangahyando,b'https://lotr.fandom.com/wiki/Sangahyando',Sangahyando,,mid-third age ?,,men,,"dúnedain (house of anárion),haradrim,corsairs of umbar",,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
467,Tanta_Hornblower,b'https://lotr.fandom.com/wiki/Tanta_Hornblower',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Mrs._Bracegirdle,b'https://lotr.fandom.com/wiki/Mrs._Bracegirdle',Mrs. Bracegirdle,,,,hobbits,,shire-hobbits (bracegirdle family),lori dungey,,,,,,,,,,female,,,,mrs. bracegirdle,n/a,,,,,,,,,,,,,,,
469,Gelmir_(of_Angrod%27s_kin),b'https://lotr.fandom.com/wiki/Gelmir_(of_Angrod%27s_kin)',Gelmir,unknown,unknown,unknown,elves,,"ñoldor (house of finarfin), elves of dorthonion, elves of the havens of sirion",,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
470,Legolas_(elf_of_Gondolin),b'https://lotr.fandom.com/wiki/Legolas_(elf_of_Gondolin)',Legolas Greenleaf,,,,elves,,"ñoldor, gondolindrim",,laiqalassë,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
471,Ferdibrand_Took,b'https://lotr.fandom.com/wiki/Ferdibrand_Took',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Morwen_(movie_character),b'https://lotr.fandom.com/wiki/Morwen_(movie_character)',Morwen (movie character),,,,men,,rohirrim,robyn malcolm,,,,,,,,,,,,,,,late-third age ?,,,,,,,,,,,,,,,
473,Gruffo_Boffin,b'https://lotr.fandom.com/wiki/Gruffo_Boffin',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Uffo_Boffin,b'https://lotr.fandom.com/wiki/Uffo_Boffin',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Togo_Goodbody,b'https://lotr.fandom.com/wiki/Togo_Goodbody',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Olo_Proudfoot,b'https://lotr.fandom.com/wiki/Olo_Proudfoot',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Cottar,b'https://lotr.fandom.com/wiki/Cottar',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Rudibert_Bolger,b'https://lotr.fandom.com/wiki/Rudibert_Bolger',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Alfrid_Lickspittle,b'https://lotr.fandom.com/wiki/Alfrid_Lickspittle',Alfrid Lickspittle,,,,men,,northmen of rhovanion (lakemen),ryan gage,,,,,,,,,,,,,,,,,,,,,,,,,rhovanion,master's deputy,,,,
480,Salvia_(Brandybuck)_Bolger,b'https://lotr.fandom.com/wiki/Salvia_(Brandybuck)_Bolger',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Fimbul,b'https://lotr.fandom.com/wiki/Fimbul',Fimbul,,,,orcs,,gundabad orcs,stephen ure,,,orc scimitar,,,,,,,male,,,,fimbul,unknown--ta 2941,,,,,,,fimbul the hunter,,,,,,,,
482,Yazneg,b'https://lotr.fandom.com/wiki/Yazneg',Yazneg,,,,orc,,moria orcs,john rawls,,,axe,,,,,,,male,,,,yazneg,unknown--ta 2941,,,,,,,,,,,,,,,
483,Ferdinand_Took,b'https://lotr.fandom.com/wiki/Ferdinand_Took',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Narzug,b'https://lotr.fandom.com/wiki/Narzug',Narzug,,,,orcs,,,ben mitchell,,,"scimitar, bow and arrows",,,,,,,male,,,,narzug,ta 2402-ta 2941,,,,,,,,,,,,,,,
485,Master_Worrywort,b'https://lotr.fandom.com/wiki/Master_Worrywort',Master Worrywort,,,,hobbits,,shire-hobbits,timothy bartlett,,,,,,,,,,male,,,,master worrywort,unknown,,,,,,,,,,,,,,,
486,Grinnah,b'https://lotr.fandom.com/wiki/Grinnah',Grinnah,,,,orcs/goblins,,,stephen ure,,,sword,,,,,,,male,,,,grinnah,late-third age - ta 2941,,,,,,,,,,goblin-town,,,,,
487,Orgulas_Brandybuck,b'https://lotr.fandom.com/wiki/Orgulas_Brandybuck',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Henderch,b'https://lotr.fandom.com/wiki/Henderch',Henderch,,early second age ?,unknown,men,,númenóreans,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
489,Gilim,b'https://lotr.fandom.com/wiki/Gilim',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Nan,b'https://lotr.fandom.com/wiki/Nan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Algund,b'https://lotr.fandom.com/wiki/Algund',Algund,,late first age ?,fa 489 ?,men,,edain (men of dor-lómin),,,,sword,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Gostir,b'https://lotr.fandom.com/wiki/Gostir',Gostir,,unknown,,dragons,,dragons of morgoth,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
493,Gorgumoth,b'https://lotr.fandom.com/wiki/Gorgumoth',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Hendor,b'https://lotr.fandom.com/wiki/Hendor',Hendor,house-carle,unknown,unknown,elves,,gondolindrim,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
495,Forweg,b'https://lotr.fandom.com/wiki/Forweg',Forweg,captain of the gaurwaith,late first age ?,late first age ?,men,fair,"edain (house of hador), gaurwaith",,,,"bow, sword",,"unknown, probably none",,,,unsteady and glittering,male,,,,,,,,,,,,,,,,,,,,
496,Vigo_Boffin,b'https://lotr.fandom.com/wiki/Vigo_Boffin',Vigo Boffin,,ta 2937 (sr 1337),fo 9 (sr 1430),hobbits,,shire-hobbits (boffin family,,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
497,Atanalcar,b'https://lotr.fandom.com/wiki/Atanalcar',Atanalcar,,after sa 61[1],early second age ?,men,,númenóreans (house of elros),,,,,,possible unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
498,Manwendil,b'https://lotr.fandom.com/wiki/Manwendil',Manwendil,,after sa 61[1],early second age ?,men,,númenóreans (house of elros),,,,,,possible unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
499,Hengest,b'https://lotr.fandom.com/wiki/Hengest',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Tind%C3%B3miel,b'https://lotr.fandom.com/wiki/Tind%C3%B3miel',Tindómiel,,after sa 61,early second age?,men,,númenóreans (house of elros),,,,,,unknown,,,,,female,,,,,,,,,,,,,,,,,,,,
501,Vardilm%C3%AB,b'https://lotr.fandom.com/wiki/Vardilm%C3%AB',Vardilmë,,sa 203[1],early second age?,men,,númenóreans (house of elros),,,,,,unknown,,,,,female,,,,,,,,,,,,,,,,,,,,
502,Y%C3%A1vien,b'https://lotr.fandom.com/wiki/Y%C3%A1vien',Yávien,,sa 371[1],unknown,men,,númenóreans (house of elros),,,,,,unknown,,,,,female,,,,,,,,,,,,,,,,,,,,
503,Oromendil,b'https://lotr.fandom.com/wiki/Oromendil',Oromendil,,sa 382,,men,,númenóreans (house of elros),,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
504,Aulendil_(Vardamir%27s_son),b'https://lotr.fandom.com/wiki/Aulendil_(Vardamir%27s_son)',Aulendil,,sa 213[1],,men,,númenóreans (house of elros),,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
505,Ebor,b'https://lotr.fandom.com/wiki/Ebor',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Sagroth,b'https://lotr.fandom.com/wiki/Sagroth',Sagroth,,unknown,unknown,men,,"edain, men of brethil",,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
507,Gethron,b'https://lotr.fandom.com/wiki/Gethron',Gethron,,mid first age ?,,men,,edain (house of hador),,halog[1],,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
508,Grithnir,b'https://lotr.fandom.com/wiki/Grithnir',Grithnir,,mid first age ?,fa 474 ?,men,,edain (house of hador),,,,unknown,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
509,Cora_Goodbody,b'https://lotr.fandom.com/wiki/Cora_Goodbody',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Rudolph_Bolger,b'https://lotr.fandom.com/wiki/Rudolph_Bolger',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Agathor,b'https://lotr.fandom.com/wiki/Agathor',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Egalmoth_(elf),b'https://lotr.fandom.com/wiki/Egalmoth_(elf)',Egalmoth,lord of the house of the heavenly arch,unknown,fa 538,elves,,"ñoldor, gondolindrim (house of the heavenly arch)",,egalmoth of the heavenly arch,,curved elven-blade ?,,"unknown, possibly none",,,,,male,,,,,,,,,,,,,,,,,,,,
513,Meleth,b'https://lotr.fandom.com/wiki/Meleth',Meleth,,,,men,,"edain (house of haleth), men of brethil",,,,,,agathor,,,,,female,,,,,,,,,,,,,,,,,,,,
514,Rowan_Greenhand,b'https://lotr.fandom.com/wiki/Rowan_Greenhand',Rowan Greenhand,,ta 2849 (sr 1249),late third age,hobbits,,shire-hobbits (greenhands),,,,,,hob gammidge,,,,,female,,,,,,,,,,,,,,,,,,,,
515,Tim,b'https://lotr.fandom.com/wiki/Tim',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Fangluin_Bluebeard,b'https://lotr.fandom.com/wiki/Fangluin_Bluebeard',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Naugladur,b'https://lotr.fandom.com/wiki/Naugladur',Naugladur,king of nogrodlord of nogrod,,fa 503,dwarves,,,,,nogrod,hammersword,,,,,,,male,,,,,,,,,,,,,,,,,,,,
518,Bodruith,b'https://lotr.fandom.com/wiki/Bodruith',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Nauglath,b'https://lotr.fandom.com/wiki/Nauglath',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Blodrin,b'https://lotr.fandom.com/wiki/Blodrin',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Blodren,b'https://lotr.fandom.com/wiki/Blodren',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Briffo_Boffin,b'https://lotr.fandom.com/wiki/Briffo_Boffin',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Caliondo,b'https://lotr.fandom.com/wiki/Caliondo',Caliondo,,sa 512,sa 900,men,,númenóreans (house of elros),,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
524,Morwen_(Gondor),b'https://lotr.fandom.com/wiki/Morwen_(Gondor)',Morwen,,late 26th century third age?,late third age?,men,,men of gondor (house of húrin),,,,,,unnamed husband,,,,,female,,,,,,,,,,,,,,,,,,,,
525,Orleg,b'https://lotr.fandom.com/wiki/Orleg',Orleg,,late first age ?,late first age ?,men,,edain,,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
526,Doderic_Brandybuck,b'https://lotr.fandom.com/wiki/Doderic_Brandybuck',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Ilberic_Brandybuck,b'https://lotr.fandom.com/wiki/Ilberic_Brandybuck',Ilberic Brandybuck,,ta 2991,unknown,hobbit,,shire-hobbit (brandybuck family,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
528,Merimac_Brandybuck,b'https://lotr.fandom.com/wiki/Merimac_Brandybuck',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Berilac_Brandybuck,b'https://lotr.fandom.com/wiki/Berilac_Brandybuck',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Prisca_(Baggins)_Bolger,b'https://lotr.fandom.com/wiki/Prisca_(Baggins)_Bolger',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Theobald_Bolger,b'https://lotr.fandom.com/wiki/Theobald_Bolger',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Wilimar_Bolger,b'https://lotr.fandom.com/wiki/Wilimar_Bolger',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Tilda,b'https://lotr.fandom.com/wiki/Tilda',Tilda,,,,men,,lakemen,mary nesbitt,,,,,,,,,,female,,,,tilda,ta 2930 - ?,,,,,,,,,,,,,,,
534,Sigrid,b'https://lotr.fandom.com/wiki/Sigrid',Sigrid,,,,men,,,peggy nesbitt,,,,,,,,,,female,,,,sigrid,ta 2926 - ?,,,,,,,,,,,,,,,
535,Elros_the_Guard,b'https://lotr.fandom.com/wiki/Elros_the_Guard',Elros,,,,elves,,"wood-elves, elves of the woodland realm",robin kerr,,,bow and arrow,,,,,,,male,,,,elros,,,,,,,,,,,mirkwood,,,,,
536,Old_Gammidge,b'https://lotr.fandom.com/wiki/Old_Gammidge',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Feren,b'https://lotr.fandom.com/wiki/Feren',Feren,,,,elves,,silvan (elves of mirkwood),simon london,,,"elven sword, bow and arrows",,,,,,,male,,,,,,,,,,,,,,,,,,,,
538,Fredegar_Chubb,b'https://lotr.fandom.com/wiki/Fredegar_Chubb',Fredegar Chubb,,,,hobbits,,shire-hobbits (chubb family),eric vespe,,,,,,,,,,male,,,,fredegar chubb,late-third age ? - ?,,,,,,,,,,eriador,,,,,
539,Betsy_Butterbur,b'https://lotr.fandom.com/wiki/Betsy_Butterbur',Betsy Butterbur,,,,men,,men of bree,katie jackson,,,,,,,,,,female,,,,betsy butterbur,late third age ? - ?,,,,,,,,,,,,,,,
540,Axantur,b'https://lotr.fandom.com/wiki/Axantur',Axantur,,sa 395[1],unknown,men,,númenóreans (house of elros),,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
